block_off	str_off	speaker	text	english
0x24dcc	0x398		ブレスト　アーマー\nでも、俺は嬉しいぜ。\nお前が、守護騎士の候補になったんだからな。\n俺は鼻が高いぜ、ウォーリック。\nブレスト　アーマー\nさぁぁぁぁぁて。\nおしゃべりは、ここまでだ。\n俺がなぜここにいるか、わかってるな。	Breast {ARMOR}\nBut I'm happy for you.\nYou've become a candidate for\n{GUARDIAN}. I'm so proud, {WARRICK}.\pBREAST {ARMOR}\nNow theeeeeen.\nThat's enough chatter.\nYou know why I'm here, don't you?
0x24dcc	0x424	ウォーリック	・・・・・ああ。	{...}..Yeah.
0x24dcc	0x43c		ブレスト　アーマー\n勝負だ、ウォーリック。\nお前がどれだけ成長したか、試してやるぜ。	Breast {ARMOR}\nLet's settle this, {WARRICK}.\nI'll test just how far you've come.
0x24dcc	0x4a0	ウォーリック	ブッ、ブレスト　アーマー！	B-Breast Armor!
0x24dcc	0x4cd		ブレスト　アーマー\nへへっ。\n強くなったな、ウォーリック。\nそうさ・・・俺は、あの時のままなんだよ。\nブレスト　アーマー\nお前は、こんなに強くなったのに。\nお前は、こんなに成長したのに。\n・・・・・俺は、何も変わっちゃいない。\nブレスト　アーマー\nすまん、ウォーリック。\n何１つ、変わっちゃいないんだ。\n何１つ、お前の力になってやれないんだ。	Brest {ARMOR}\nHeh.\nYou've grown strong, {WARRICK}.\nBut me... I'm just as I was.\pBREST {ARMOR}\nYou've become so strong.\nYou've grown so much.\n{...}..And I haven't changed at all.\pBREST {ARMOR}\nForgive me, {WARRICK}.\nI haven't changed one bit.\nI can't lend you any of my strength.
0x24dcc	0x5b2	ウォーリック	・・・違うぞ。\nそれは違うぞ、ブレスト　アーマー。\nウォーリック\n俺は今、わかったんだ。\n３年前の俺は、いつも１人だと思っていた。\nそれでいいと思っていた。\nウォーリック\nでも、それは間違いだったんだ。\n・・・お前や、ショート　ソード。\nいつもお前達が、俺を守っていてくれたんだ。	...No. That's not true,\nBrest Armor.\p{WARRICK}\nI understand now.\nThree years ago, I thought I\nwas always alone.\nAnd I thought that was fine.\p{WARRICK}\nBut I was wrong.\nYou, and the Short Sword...\nYou two always protected me.
0x24dcc	0x68a	アーマー	・・・・・ウォーリック。	......{WARRICK}.
0x24dcc	0x69e	ウォーリック	お前達がいなかったら、俺はとっくに死んでいた。\nお前達がいたから、今の俺がいるんだ。	Without you, I'd have died\nlong ago.\nBecause of you, I'm here now.
0x24dcc	0x6e1		ブレスト　アーマー\n・・・・・へへっ。\n俺は幸せだぜ、ウォーリック。\n守護騎士になる男に、そう言ってもらえるなんて。\nブレスト　アーマー\n俺は世界で１番、幸せな３鎧７だぜ。\nブレスト　アーマー\n・・・頑張れよ、ウォーリック。\n俺達は・・・いつまでも・・・お前と・・・・・共に・・・いる・・・・・・・・。	Brest {ARMOR}\n{...}..Heh.\nI'm happy, {WARRICK}.\nTo hear that from a man who'll\nbe a {GUARDIAN}.\pBREST {ARMOR}\nI'm the happiest armor\nin all the world.\pBREST {ARMOR}\n...Give it your all, {WARRICK}.\nWe'll be... with you...\nalways..{...}..{...}.
0x2528a	0x2a		ウィンダム隊長\nぐわっ！	Captain Windam\nGwah!
0x2528a	0xae		ウィンダム隊長\nぐふっ！\n・・・・・もはやこれまでか。\n・・・お前たちは！？	Captain Windam\nGugh!\n{...}..Is this the end for me?\n...Who are you?!
0x2528a	0x104	ウォーリック	後は任せて下さい。\nカーマイ	Leave the rest to us.\nTake Karmai
0x2528a	0x120		さんを連れて、早く砦へ。	and get to the fort, quick.
0x2528a	0x137		ウィンダム隊長\nしかし・・・わかった。\n奴はこの奥だッ。\n奴は魔法を使うぞ・・・気を付けろ。	Captain Windam\nBut... very well.\nHe's deeper inside.\nHe wields magic... be careful.
0x2528a	0x18a		ウィンダム隊長\n奴は手強い。\n・・・気を付けるんだ。	Captain Windam\nHe's a tough one.\n...Stay on your guard.
0x2528a	0x1d0		騎士　ブレイド\n・・・俺の事はいい。\nおやっさんを・・・ウィンダム隊長を助けてくれ。	Knight Blade\n...Forget about me.\nHelp the old man... save\nCaptain Windam.
0x2528a	0x213		騎士　ブレイド\n・・・俺の事は気にするな。\nビボルダーの親玉を追って、おやっさんが奥に・・・早く行ってくれ。	Knight Blade\n...Don't mind me.\nThe old man chased the bivolder\nboss deeper in... go, hurry!
0x2528a	0x277		騎士　カーク\nしっかりしろダニエル。\nこんな所で死ぬなッ！\n騎士　カーク\n・・・あッ、あんた達か。\nこいつを・・・ダニエルを助けてくれ・・・頼むよぉ！	Knight Kirk\nHang in there, Daniel.\nDon't die in a place like this!\pKnight Kirk\n...Ah, it's you lot.\nHelp him... save Daniel...\nI'm begging you!
0x2528a	0x2fc	セシリア	心配しないで、カークさん。\n・・・大丈夫、助かるわ。\nセシリア\n天に導かれし汝の子等に慈しみの心持ちて、その体を癒したまえ。\nヒーリング。	Don't worry, Kirk.\n...It's all right, he'll live.\pCecilia\nO children led by the heavens,\nbe filled with mercy and let\nthis body be healed. Healing.
0x2528a	0x396		騎士　ダニエル\n・・・ううッ。	Knight Daniel\n...Uungh.
0x2528a	0x3b9	セシリア	もう大丈夫よ。\n貴方はこの人を連れて、砦に戻った方がいいわ。	He'll be fine now.\nYou'd best take this man and\nhead back to the fort.
0x2528a	0x3f3		騎士　カーク\n・・・あんた達は？	Knight Kirk\n...And who might you be?
0x2528a	0x416	ウォーリック	ウィンダム隊長達を救出に奥へ行く。後は任せてくれ。	We're heading in to rescue\nCaptain Windom. Leave the rest\nto us.
0x2528a	0x448		騎士　カーク\n・・・わかった。\nありがとう、皆さん。	Knight Kirk\n...Understood.\nThank you, all of you.
0x2528a	0x46f		騎士　カーク\n隊長達は奥に行った。	Knight Kirk\nThe captain went on ahead.
0x2528a	0x496	ライド	侵入した、ハンターだな。\n・・・それにしても惨いな。	Intruders, eh? Hunters.\n...Still, this is a grim sight.
0x2528a	0x4cd	ライド	魔法攻撃の痕がひどい。\nビボルダーにやられたな。\n内臓とかが喰い散らかされている。	The magic-attack wounds are\nsevere. Bivolders did this.\nTheir innards have been torn\nout and devoured.
0x2528a	0x517		騎士　フラーベ\nくっそぉぉぉっ、ビボルダーめぇ。\n・・・俺達、警備隊をなめるなぁ。	Knight Frabe\nDamn it all, those Bivolders!\n...Don't underestimate us, the\nsecurity corps.
0x2528a	0x559		騎士　クルーク\nウィンダム隊長を知ってるのかい。\nそれより様子がおかしいんだ。\nビボルダーの数が急激に減っているんだ。	Knight Kruke\nYou know Captain Windom?\nMore to the point, something's\nwrong. The Bivolders' numbers\nare dropping fast.
0x2528a	0x5e2		騎士の声\nうわぁぁぁッ！！\nこいつら壁から出て来るぞッ。	Knight's Voice\nWAAAAH!!\nThey're coming out of the wall!
0x2528a	0x615		騎士の声\nブレイド、後ろだ！！\n後ろにいるぞッ。	Knight's Voice\nBraid, behind you!!\nIt's right behind you!
0x2528a	0x662		騎士の声\n雑魚にかまうなッ。\nおやっさんに続け。	Knight's Voice\nNever mind the small fry!\nFollow the captain!
0x2528a	0x68f		騎士の声\nブレイド！！\nカーク組みがいないッ。	Knight's Voice\nBraid!!\nKirk's squad is gone!
0x2528a	0x6ed	ウォーリック	警備隊の声だ。\nビボルダーと戦闘になっている。\nファーニス。\n正確な位置がわかるか！？	The guards! They're fighting\nthe Bibolders.\n{FURNIS}.\nCan you pin down where they are?
0x2528a	0x743	ファーニス	・・・ダメだよ。\n全然、わかんない。\n洞窟内だから声が反響しちゃて、正確な位置なんかまったくわかんないよ。	...No good.\nI can't tell at all.\nTheir voices echo off the cave\nwalls. I can't fix the spot.
0x2528a	0x79b	ウォーリック	とにかく急ごう。	No matter. Let's hurry.
0x257ca	0x212	ウォーリック	今日はいい天気だ。\n・・・朝御飯は、何かな。	The weather's nice today.\n...I wonder what's for breakfast.
0x25b63	0xf	ウォーリック	朝御飯は、まだか。\n・・・ブラブラっと、散歩でも行くかなぁ。	Breakfast not ready yet?\n...Maybe I'll go for\na little walk.
0x25b63	0x54	ウォーリック	この頃、魔物が多いからなぁ。\n氷の洞窟に通じている裏門は、通れないと思ったぞ。	So many monsters lately.\nI doubt we could use the back gate\nto the {ICE CAVERN}.
0x25b63	0x93	ブージ	なら、大婆様から許可をもらうしかないな。\n俺も狩りの報告をしなければならないし、ちょうどいい。	Then we'll need {GRANNY}'s leave.\nI must report on the hunt anyway,\nso the timing's perfect.
0x25b63	0xdb	ウォーリック	なぁ、ブージ。\nグレーターデーモンがこの辺りにいる事って、珍しい事なのか？	Hey, {BOOJ}.\nIs it rare for a greater {DEMON}\nto turn up around here?
0x25b63	0x118	ブージ	ああっ。\n知能も高く、デーモンの中では上級の部類に入る。\n魔法も使うから、気を付けろ。	Aye.\nIt's clever, high among the {DEMON}\nranks. It uses magic too, so\nstay sharp.
0x25b63	0x169	ブージ	もっと、よく調べてみよう。\nグレーターデーモンに、神官竜・・・まったく共通点が見つからん。	Let's look closer.\nA greater {DEMON}, a {PRIEST DRAGON}{...}\nI can't find a thing they share.
0x25b63	0x1b8	ウォーリック	しかし、竜ってデカイなぁ。\n俺、こんな近くで見るの始めてだぜ。	Dragons sure are huge.\nFirst time I've seen one\nthis close.
0x25b63	0x1f8	ウォーリック	なぁ、ブージ。\n早いトコ、引き上げた方がいいぜ。	Hey, {BOOJ}.\nWe ought to pull back, and fast.
0x25b63	0x226	ブージ	そうしよう。\nランバートの事は、ダ　ンには黙っておいてくれ。	Let's do that.\nDon't say a word to {DAN}\nabout {LAMBERT}.
0x25b63	0x253	ウォーリック	家に帰って、旅の支度をしなくちゃ。でも、レイナは何て言うだろう。	Back home to pack for the trip.\nBut what will {REINA} say?
0x25b63	0x291	ウォーリック	なぁ、レイナ。\n旅に出る事なんて、もうないと思っていたよ。	Hey, {REINA}.\nI never thought I'd set out\non a journey again.
0x25b63	0x2c4	レイナ	そうね。\nいい旅になるといいわね。	True.\nI hope it's a good journey.
0x25b63	0x2ea	ファーニス	２人で盛り上がってるから、私は置いて行かれるかと思ったよ。\n新婚旅行代りの、いい旅になるといいね。	{REINA}\nThat's right.\nI hope it'll be a good journey.
0x25b63	0x343	レイナ	ファーニスがいれば、とても心強いわね。\nまた３人で旅が出来るなんて、うれしいわぁ。	With {FURNIS} along, I feel safe.\nThe three of us, traveling again...\nI'm so happy.
0x25b63	0x383	レイナ	まずは、この手紙を届けにジーク王国に行かなくちゃ。	First we must deliver this letter\nto {ZEKE} .
0x25b63	0x3ae	ファーニス	あのお婆ちゃんとジークの王様って、知合いなのかなぁ。	I wonder if that old granny knows\nthe king of {ZEKE}?
0x25b63	0x3de	ファーニス	人間の王様って、どんなんだろうなぁ。身長が８メートルぐらいあって、立派なんだろうなぁ。	What's a human king even like?\nEight meters tall and grand,\nI bet.
0x25b63	0x424	ウォーリック	普通の人間だよ。	He's just an ordinary man.
0x25b63	0x444	レイナ	今日は疲れたわ。\n御言葉に甘えて今日は休みましょうよ。	I'm tired today.\nLet's take them up on their offer\nand rest for now.
0x25b63	0x47c	ファーニス	私も、もう眠いよぉぉぉっ。\n早くお城のベットで寝たいなぁ。	I'm so sleepy too...\nI can't wait to sleep in a\ncastle bed.
0x25b63	0x4b6	ファーニス	わぁぁぁぁぁい。\nふかふかのベットで寝るなんて、久ぶりぃっ。	Yaaaay!\nIt's been ages since I slept in\na nice fluffy bed!
0x25b63	0x4ed	レイナ	そろそろ寝ましょうか。\n休める時には、キチ	Shall we turn in soon?\nWhen we can rest, we'd best
0x25b63	0x50f		と休んでおかなくてはね。	rest up properly.
0x25b63	0x527	ウォーリック	騒がしいなぁ。\nいったい、何が起ったんだ。	What a racket.\nWhat in the world happened?
0x25b63	0x554	ファーニス	お祭りでも始まったのかなぁ。	Maybe a festival's started up?
0x25b63	0x578	レイナ	レジーナの森って、確かジーク王国の北の森の奥にあるのよね。\nあまり広くはないって聞いたけど。	The {REGINA FOREST} lies deep in the\nwoods north of {ZEKE KINGDOM}, I think.\nI heard it isn't very large, though.
0x25b63	0x5b8	ファーニス	大丈夫だよ。\nどんな広い森でも、私がいれば迷う事ないって。	Don't worry.\nNo matter how big the forest is,\nyou won't get lost with me around.
0x25b63	0x5f1	レイナ	そのメデューサって、どこから来たのかしら？\nそんなに移動能力は高くない生物なのにねぇ。	Where did that {MEDUSA} come from?\nIt's not a creature that can\ntravel very far on its own.
0x25b63	0x632	ファーニス	テレポートで飛んで来たのかもよ。	Maybe it teleported here.
0x25b63	0x656	ファーニス	ウンディーネの言う通りなら、東の壁ぞいを歩いて行けば、何かわかるはずだよ。	If the {DRYAD} is right, we should\nlearn something by following the\neast wall.
0x25b63	0x699	レイナ	いつメデューサが出て来るかわからないわ。\n注意して進みましょう。	There's no telling when the {MEDUSA}\nwill appear.\nLet's move carefully.
0x25b63	0x6cf	レイナ	メデューサは、どこに隠れているのかしら。	Where could the {MEDUSA} be hiding?
0x25b63	0x6f2	ファーニス	メデューサって、湿気の多い所を好むんでしょ。\n地下湖の辺りが最適だね。	A {MEDUSA} likes damp places, right?\nThe underground lake would be ideal.
0x25b63	0x731	ファーニス	ねぇ、ライド。\nそのグレート　ソード、凄くカッコいいねぇ。	Hey, {RIDE}.\nThat great sword looks really cool.
0x25b63	0x768	ライド	俺の宝物さっ。\nこれ以外の３剣７は、絶対使わないぜ。	It's my treasure.\nI'll never use any sword but this\none.
0x26097	0x12	ファーニス	この森のどこかにいるよ。\n早く探さないと、危ないよぉ。	It's somewhere in this forest.\nWe'd better hurry, it's dangerous!
0x26097	0x46	レイナ	旅人でも迷い込んだのかしら？\nとにかく、探しましょう。	A traveler who lost their way?\nEither way, let's search.
0x26097	0x7a	ライド	衰弱がひどいが大丈夫なのか？	They're badly weakened. Will they\nbe all right?
0x26097	0x9e	レイナ	命に別状はないけど、早く城に戻って手当をした方がいいわ。\n急ぎましょう。	Their life isn't in danger, but we\nshould get back to the castle and\ntreat them fast. Let's hurry.
0x26097	0xe4	ファーニス	これから、セルーシュ王国に行くには、マーズトンネルを通って行くんでしょ。	To reach {SERUSH KINGDOM} from here,\nwe go through {MARS TUNNEL}, right?
0x26097	0x112	レイナ	そうよ。\n確か、ジーク王国の南東に、トンネルにつながる砦があるはずだわ。	That's right. There should be a\nfort linked to the tunnel southeast\nof {ZEKE KINGDOM}, if I recall.
0x26097	0x14b	レイナ	マーズトンネルには、どうやって入ったらいいのかしら。\n警備の騎士と話してみましょう。	I wonder how we get into\n{MARS TUNNEL}. Let's talk to the\nknight on guard.
0x26097	0x187	ファーニス	外から見た時、確か大きな塔があったよねぇ。\n私、上に行ってみたいなぁ。	When we saw it from outside, there\nwas a big tower, wasn't there?\nI want to go up to the top!
0x26097	0x1c7	セシリア	警備隊の人達だけでは心配です。\n私達も、追った方がよいのではないでしょうか、ウォーリック。	The guards alone worry me. Shouldn't\nwe go after them too, {WARRICK}?
0x26097	0x211	ウォーリック	そっ、そうだな。\nビボルダーが相手なら、魔導師がいる俺達の方が有利に戦えるはずだ。	R-right. If it's Bibolders we face,\nwe have a mage, so we'll have the\nedge in the fight.
0x26097	0x263	ライド	何か、ヤバそうだぞ。\nビボルダーって、こんなに集団性のある奴等じゃないはずだ。	Something's off. Bibolders aren't\nsupposed to swarm together like\nthis.
0x26097	0x2ab	セシリア	そうですね。\n警備隊の人達に、かなりの被害が出ている様です。\n早く、奥に進みましょう。	You're right. The guards seem to\nhave taken heavy losses. Let's\npush on ahead, fast.
0x26097	0x2fb	ファーニス	ビボルダーの親玉って、どんな生物なんだろう。\n何か、恐いねぇ。	What sort of creature is the\nVivolder boss?\nIt's kind of scary.
0x26097	0x339	レイナ	ビボルダーって言えば、魔法生物の代表的存在。\nまれに、強力な変異体がいるらしいわ。	Vivolders are the classic\nmagic creature.\nRarely a powerful mutant appears.
0x26097	0x38d	ファーニス	どこ行けばいいのぉ？\nセルーシュ城は、魔軍に占拠されてるんでしょう。	Where should we go?\n{SERUSH} is held\nby the demon army, right?
0x26097	0x3c7	セシリア	どこかに生き残った聖騎士達がいるはずです。\nまず、その者達を探しましょう。	Some {PALADIN}s must have\nsurvived somewhere.\nLet's find them first.
0x26097	0x404	レイナ	まず、セルーシュの街で魔法屋を探しましょう。\nジオクリスタルを受け取らなくちゃね。	First let's find the {MAGIC SHOP}\nin {SERUSH}.\nWe must collect the {GEO CRYSTAL}.
0x26097	0x443	ファーニス	ついでに買物もしておこうよ。\nキャンプに戻ったら、装備を整えるヒマなんかないかもしれないからね。	Let's shop while we're here.\nBack at {CAMP} there may be no\ntime to ready our gear.
0x26097	0x48b	レイナ	さぁ。\nジオクリスタルを受け取ったし、キャンプに戻りましょう。	There.\nWe've got the {GEO CRYSTAL}.\nLet's head back to {CAMP}.
0x26097	0x4bc	ファーニス	ねぇ、ライド。\nミスリルの鍋なんか何に使うのぉ？\nちょっと教えてよ。	Hey, {RIDE}.\nWhat's a {MYTHRIL} pot even for?\nCome on, tell me.
0x26097	0x4fa	ライド	秘密だよ。	It's a secret.
0x26097	0x515	ファーニス	ダイガーンさん、自分のヘルメットが出来て喜んでたね。\nライド、優しいんだぁ。	{DAIGARN} was so happy his\nhelmet was finished.\n{RIDE}, you're so kind.
0x26097	0x558	ライド	そんなんじゃねぇよ。\nただ頭がデカいと、弓とかに狙い撃ちされやすいからなぁ。\n重装騎兵としちゃあ、悲惨だろ。	It's not like that.\nA big head just makes you an\neasy target for arrows.\nRough on a {HEAVY CAVALRY} man.
0x26097	0x5b0	レイナ	テントの外にパーシャ様が待っているはずよ。\n早く行きましょう。	{PASHA} should be waiting\noutside the tent.\nLet's hurry.
0x26097	0x5e5	ライド	こんな大規模な戦争なんて見た事ないぜ。\n用心のために、ポーションとかいっぱい持って行った方がいいな。	I've never seen war on this scale.\nBest bring plenty of {POTION}s and the\nlike, just to be safe.
0x26097	0x634	ライド	セシリアも、辛い立場なのに頑張ってるなぁ。\n一見、普通の女の子なのにな。	{CECILIA}'s in a tough spot, but she\nkeeps fighting. Looks like an\nordinary girl, at a glance.
0x26097	0x671	ファーニス	そうだね。\nセシリアちゃんのためのも、頑張らなきゃ。\n早く、パーシャ様の所に行こっ。	Yeah. We gotta give it our all for\n{CECILIA} too. Let's hurry to\n{PASHA}.
0x26097	0x6b3	レイナ	この地下のどこかに魔法陣があるはずよ。\n早く解体しなければ、援軍が送られて来る可能性があるわ。	There's a {MAGIC CIRCLE} somewhere\ndown here. If we don't break it fast,\nthey may send reinforcements.
0x26097	0x700	ファーニス	空気が重いし、何か嫌な雰囲気だね。\n早く地上に戻りたい。	The air's heavy, and it has a nasty\nfeel to it. I want to get back\nup top fast.
0x26097	0x73c	ファーニス	作戦通り、ライランドの重装騎兵も城に侵入してる。\n後は、敵の大将を倒せばいいんだね。	Per the plan, {RYLAND} 's are inside\nthe castle too.\nNow we just down the enemy general.
0x26097	0x781	レイナ	そうね。\nそれより、さっき感じた強い魔力が気になるわ。	Right. More than that, that strong\nmagic I felt a moment ago has me\nworried.
0x265ea	0x12	レイナ	油断しちゃだめよ。\nまだ、敵の兵士はたくさん城内に残っているはずだから。	Don't let your guard down.\nThere must still be plenty of enemy\nsoldiers left in the castle.
0x265ea	0x55	ライド	もう一頑張りだ。\n敵の残存戦力を、徹底的に叩いてやろうぜ。	One more push.\nLet's crush whatever forces the\nenemy has left.
0x265ea	0x94	ライド	ブレイスのおっさん１人じゃ、ヤバイぜ。\n早く加勢に向おう。	Old man {BREI} can't hold out alone.\nLet's hurry and back him up.
0x265ea	0xc9	ファーニス	謁見室の隣の大部屋だって言ってたよ。\n急ごっ急ごっ。	He said it's the big room next to\nthe audience chamber.\nHurry, hurry!
0x265ea	0x105	ファーニス	ねぇ、レイナ。\nパーシャ様は砂の城って所に行けって言ってたけど、どこのあるの？	Hey, {REINA}.\n{PASHA} told us to go to a place\ncalled the {SAND CASTLE}, but\nwhere is it?
0x265ea	0x142	レイナ	ライランド領内って話だから、砂の海を渡らなくちゃね。\nそれには、シルバーホーンで船を見つける必要があるわ。	It's in {RYLAND}'s lands, so we'll\nhave to cross the {SAND SEA}.\nFor that, we need to find a ship\nat {SILVERHORN}.
0x265ea	0x182	ファーニス	シルバーホーン？\n確か、セルーシュ王国のずっと西にある港街だったよねぇ。	{SILVERHORN}?\nThat's the port town far to the\nwest of {SERUSH KINGDOM}, right?
0x265ea	0x1b6	ファーニス	ねぇねぇ。\n北の方で誰か戦ってるんだよ。\nちょっと、様子を見に行こうよぉ。	Hey, hey.\nSomeone's fighting up to the north.\nLet's go take a look.
0x265ea	0x1fa	レイナ	そうね。\n人が、魔物の襲われている可能性もあるわ。\n行ってみましょう。	Right.\nSomeone might be under attack\nby monsters.\nLet's go see.
0x265ea	0x239	ファーニス	面白いねぇ。\nこのタリアトフ大陸にも、こんな大きな神殿があったんだぁ。	How interesting.\nThe {TALIATOV} continent had\na temple this grand too.
0x265ea	0x271	レイナ	今では、人も立ち入れない土地が多いけど、昔はたくさんの文明があったようよ。	Much of this land is off-limits to\npeople now, but long ago there\nwere many civilizations.
0x265ea	0x2b2	ライド	ファーニス。\nお前の兄ちゃん、カッコいいなぁ。	{FURNIS}\n{RIDE}.\nYour big brother is so cool.
0x265ea	0x2df	ファーニス	・・・うん。\nでもね、足手纏いだって言って、いつも置いて行かれるんだぁ。	...Yeah.\nBut he always says I'd slow him down\nand leaves me behind.
0x265ea	0x322	レイナ	とにかく、砂の海を渡らない事には話にならないわ。\nシルバーホーンで船を探しましょう。	Anyway, none of this matters until\nwe cross the {SAND SEA}.\nLet's find a ship at {SILVERHORN}.
0x265ea	0x35e	ライド	そうだな。\nブラフォードに言われた通り、神官竜も探さなくてはならないしな。	Right.\nAnd like {BLAFORD} said, we've still\ngot to find the {PRIEST DRAGON} too.
0x265ea	0x395	ファーニス	まずは、船を探すんでしょ。	First we look for a ship, right?
0x265ea	0x3b5	レイナ	そうね。\n長居しそうだし、一度、宿屋に行きましょう。	Right.\nLooks like we'll be here a while.\nLet's stop by the {INN} first.
0x265ea	0x3ee	レイナ	まず、宿屋の２階にいるゼロ船長に会ってみましょう。	First, let's go meet {CAPTAIN ZERO}\nup on the {INN}'s second floor.
0x265ea	0x41e	ファーニス	船、出してくれるといいねぇ。	I hope he'll take us out to sea.
0x265ea	0x442	ファーニス	紫水晶の丘かぁ。\nシルバーホーンの北にあるって言うけど、キメラがいるんでしょう。	{AMETHYST HILL}, huh.\nThey say it's north of {SILVERHORN},\nbut there's a {CHIMERA} there, right?
0x265ea	0x476	レイナ	キメラって合成獣の事でしょう？\nたくさんの生物が合体してて、何か面白そうでいいじゃない。	A {CHIMERA}, that fused beast?\nLots of creatures merged into one.\nSounds kind of fun, doesn't it?
0x265ea	0x4c2	ファーニス	早く、この紫水晶を取って帰ろう。	Let's grab this {AMETHYST} and\nhurry back.
0x265ea	0x4e5	ライド	しかし、デカいなぁ。\nこの紫水晶１つで、いくつ作れるんだろう。	Still, it's huge.\nI wonder how many we could make\nfrom this one {AMETHYST}.
0x265ea	0x518	レイナ	さぁ。\n早くゼロ船長の所に持って帰りましょう。	Who knows.\nLet's hurry it back to {CAPTAIN ZERO}.
0x265ea	0x542	ファーニス	これで、船に乗れるんだね。\nとっても、楽しみぃ。	Now we can board the ship.\nI can't wait!
0x265ea	0x575	ファーニス	ゼロ船長は、港で待ってるって言ってたよ。	{CAPTAIN ZERO} said he'd be\nwaiting at the port.
0x265ea	0x59b	ライド	砂の上を走る船かぁ。\n１度、乗ってみたいと思ってたんだ。	A ship that runs on sand, huh.\nI've always wanted to ride one.
0x265ea	0x5d4	ファーニス	わぁぁぁぁぁっ。\n砂の上を走ってるよ、この船。\nカッコいいねぇ。	Whoaaaaa!\nThis ship's running on the sand!\nSo cool!
0x265ea	0x613	ライド	船内とか、ちっと見学させてもらおうぜ。	Let's have a look around\ninside the ship.
0x265ea	0x63c	ライド	何か、薄気味悪い所だなぁ。	What an eerie place this is.
0x265ea	0x662	ファーニス	早くカル伯爵から話を聞いて、外に出ようよぉ。	Let's hear {COUNT CAL} out\nquick and get outside.
0x265ea	0x68d	ファーニス	人が、住んでいそうにないねぇ。\nちょっと恐いよ。	Doesn't look like anyone lives\nhere. It's a little scary.
0x265ea	0x6bf	レイナ	ここに居ても、仕方がないわ。\n奥に行ってみましょう。	No use standing around here.\nLet's head deeper in.
0x265ea	0x6f2	ファーニス	ねぇ、ライド。\nさっきのバンパイアって話・・・本当なのぉ？	Hey, {RIDE}.\nThat talk of a vampire earlier...\nis it really true?
0x265ea	0x737	ライド	ああっ。\n噂で聞いたんだが、本当らしいぜ。\n正真正銘のバンパイア　ロードだ。	Yeah.\nI heard it as a rumor, but it\nseems true. A genuine vampire\nlord.
0x26acb	0x12	ライド	ワータイガーみたいな、強力な獣人を家来にしているとは。\nカル伯爵・・・そうとう出来るなぁ。	Fancy {COUNT CAL} keeping a beast-man\nas strong as a were-tiger for a\nvassal... He's quite something.
0x26acb	0x6b	ファーニス	なんだか、ドキドキしてきたね。	Somehow my heart's started racing.
0x26acb	0x8c	ファーニス	ねぇ、レイナ。\nあのワータイガーさん・・・人間の時、どんな顔なのかなぁ？	Hey, {REINA}.\nThat were-tiger... what does his\nface look like as a human?
0x26acb	0xd7	レイナ	うぅぅぅぅぅん。\nやっぱり、猫みたいな顔をしているのかしらねぇ。	Hmmm.\nI'll bet he has a face like a\ncat's, don't you think?
0x26acb	0x115	ファーニス	バンパイアかぁ。\nエナジードレイ	A vampire, huh.\nEnergy Drai
0x26acb	0x135		とか言う、体をヘロヘロにしちゃう技を使うんでしょ。	n or whatever, the move that\nleaves your whole body limp.
0x26acb	0x15e	ライド	それって、血を吸われるって事だろ？	That means it sucks your blood,\nright?
0x26acb	0x184	ライド	あのワータイガー、よく見るといい尻してるなぁ。\nもしかしたら、メスかもしれないぜ。	Look close, that were-tiger's got\na nice rear.\nMight even be a female.
0x26acb	0x1d2	ファーニス	私には、筋肉隆隆のお尻にしか見えないよ。	Looks like nothing but a\nmuscle-bound butt to me.
0x26acb	0x205	レイナ	今、ワータイガーって、数がめっきり減っているんでしょ。	Were-tigers have really dwindled\nin number these days, right?
0x26acb	0x23b	ファーニス	私も、聞いた事がある。\n隣の大陸では、全滅しかかってるとか。	I've heard that too.\nOn the next continent they're\nnearly wiped out.
0x26acb	0x276	ライド	あんな強そうなのが、ゴロゴロされても困るがな。	Having things that strong\nswarming about would be a problem\ntoo, though.
0x26acb	0x2a3	ライド	もう、相当歩いたぜ。\n・・・まだ着かないのかよぉ。	We've walked so far already.\n...Are we still not there yet?
0x26acb	0x2de	ファーニス	もうそろそろ、着いてもいいよねぇ。	We ought to be getting close by now.
0x26acb	0x302	レイナ	さっきの壁画の魔神って、本当なのかしら？	That demon god in the mural...\nyou think it's real?
0x26acb	0x32d	ファーニス	私も神様って見た事ないから、わかんなぁぁぁい。	I've never seen a god, so I really\nwouldn't knooow.
0x26acb	0x35b	ナッツ	不束者ですが、よろしくお願いします。	I'm not much use, but I'll do my\nbest.\nPlease take care of me.
0x26acb	0x382	ライド	おっ。\n・・・おうっ。\nまっ、まぁ・・・よろしくな。	Oh.\n...Oh.\nWell, uh... good to have you.
0x26acb	0x3c8	ナッツ	一路、ライランド城に向って、グリーク王に会うのですよね。\nライランドは城を出て、南西の方角にあります。	We head straight for {RYLAND} Castle to\nmeet King {GREEK}, yes?\n{RYLAND} lies to the southwest, once\nyou leave this castle.
0x26acb	0x412	レイナ	この辺りの地理に詳しい人がいると、とても助かるわね。	Having someone who knows the local\nlay of the land is a great help.
0x26acb	0x444	ファーニス	水も豊富だし、キレイなお城だねぇ。グリーク王やパーシャ様って、こんな所で暮らしてたんだぁ。	Water everywhere, and such a lovely\ncastle! So this is where King {GREEK}\nand Lady {PASHA} have been living.
